Model Name,Domain,Task,Parameters (M),Resolution,Dataset,Data Scale,Data Size,Target Key,Dimension,Training Time (s),Inference Time (s),MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_x,759.3616,0.4681,0.2121,0.3855,46.1962,0.8912,0.3282,6.9778,0.8967
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_y,759.3616,0.4681,0.2876,0.5529,75.3331,0.757,0.493,6.6355,0.8967
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,vertical,disp_z,759.3616,0.4681,0.2611,0.4007,49.1904,0.8807,0.3382,5.2299,0.8967
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,vertical,stress,759.3616,0.4681,0.5305,0.8047,87.1937,0.5707,0.6551,19.8004,
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_x,755.3952,0.3349,0.3245,0.4875,69.629,0.8202,0.4141,6.3192,0.8255
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_y,755.3952,0.3349,0.4245,0.6743,88.9599,0.6652,0.5786,11.6531,0.8255
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_z,755.3952,0.3349,0.2246,0.4167,38.7224,0.8791,0.3473,6.3902,0.8255
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,horizontal,stress,755.3952,0.3349,0.5656,0.8642,95.5815,0.5088,0.7009,18.7805,
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_x,730.3642,0.3252,0.146,0.316,58.2759,0.9227,0.2781,6.2791,0.9536
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_y,730.3642,0.3252,0.1561,0.3285,60.3726,0.9082,0.303,7.9302,0.9536
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_z,730.3642,0.3252,0.2087,0.3956,70.3484,0.8828,0.3424,6.2312,0.9536
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,torsion,stress,730.3642,0.3252,0.3753,0.6562,102.3948,0.6637,0.5799,20.9335,
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_x,762.4015,0.3287,0.4662,0.703,87.8911,0.5738,0.6383,8.7141,0.7867
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_y,762.4015,0.3287,0.2963,0.5622,70.332,0.7487,0.5013,9.6111,0.7867
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_z,762.4015,0.3287,0.3759,0.5183,63.9373,0.7814,0.4457,5.1904,0.7867
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Small,20.0,diagonal,stress,762.4015,0.3287,0.5676,0.846,94.8401,0.4927,0.7046,19.792,
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_x,676.3928,0.2897,0.9856,1.4684,138.5857,-0.518,1.2321,15.0399,0.6136
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_y,676.3928,0.2897,0.89,1.4739,137.6617,-0.5975,1.2639,15.1617,0.6136
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_z,676.3928,0.2897,1.0532,1.4804,134.5796,-0.4909,1.221,9.9249,0.6136
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_x,673.5828,0.2794,0.9663,1.3512,143.9614,-0.3381,1.1568,15.9943,0.5064
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_y,673.5828,0.2794,0.7333,1.2945,138.375,-0.3621,1.1671,29.6981,0.5064
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_z,673.5828,0.2794,0.94,1.4448,133.4356,-0.5293,1.2367,9.2977,0.5064
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_x,1754.7863,0.2224,0.1395,0.2655,33.1953,0.9484,0.2261,6.1209,0.9447
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_y,1754.7863,0.2224,0.206,0.4061,64.2448,0.8689,0.362,8.055,0.9447
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_z,1754.7863,0.2224,0.2241,0.329,45.7623,0.9196,0.2777,4.7455,0.9447
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,vertical,stress,1754.7863,0.2224,0.4399,0.6928,75.0928,0.6818,0.564,19.4473,
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_x,1746.1389,0.2209,0.2441,0.3515,59.5678,0.9066,0.2985,6.1514,0.8957
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_y,1746.1389,0.2209,0.3303,0.5486,73.1297,0.7784,0.4707,11.2476,0.8957
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_z,1746.1389,0.2209,0.1466,0.283,27.5656,0.9442,0.2359,5.3652,0.8957
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,horizontal,stress,1746.1389,0.2209,0.4499,0.7348,78.2051,0.6448,0.596,16.9649,
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_x,1684.677,0.2124,0.1098,0.2275,47.6263,0.9599,0.2002,5.2997,0.9725
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_y,1684.677,0.2124,0.1198,0.2499,51.2374,0.9469,0.2305,7.5574,0.9725
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_z,1684.677,0.2124,0.1591,0.2919,59.0903,0.9362,0.2527,5.1565,0.9725
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,torsion,stress,1684.677,0.2124,0.3141,0.5737,87.8665,0.7429,0.5071,22.4883,
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_x,1749.5866,0.2226,0.3601,0.5555,74.6876,0.7339,0.5044,6.6931,0.8612
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_y,1749.5866,0.2226,0.2089,0.413,58.6745,0.8643,0.3683,7.7423,0.8612
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_z,1749.5866,0.2226,0.3328,0.437,61.5042,0.8446,0.3758,3.8719,0.8612
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Medium,50.0,diagonal,stress,1749.5866,0.2226,0.472,0.7301,82.6117,0.6222,0.6081,19.6735,
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_x,1529.1079,0.1939,0.9473,1.3471,155.1244,-0.2775,1.1303,15.5641,0.4215
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_y,1529.1079,0.1939,0.8437,1.3301,156.6864,-0.3009,1.1406,14.9776,0.4215
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_z,1529.1079,0.1939,1.027,1.3844,154.7188,-0.3038,1.1419,10.4098,0.4215
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_x,1516.6789,0.2004,0.9438,1.2934,178.2185,-0.2261,1.1073,17.7446,0.171
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_y,1516.6789,0.2004,0.6741,1.1712,167.2148,-0.1149,1.0559,25.6131,0.171
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_z,1516.6789,0.2004,0.9072,1.2444,172.4277,-0.1345,1.0651,7.863,0.171
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_x,3382.4872,0.224,0.1038,0.1905,26.6865,0.9734,0.1622,4.5703,0.9619
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_y,3382.4872,0.224,0.174,0.3441,57.3784,0.9059,0.3068,7.2403,0.9619
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_z,3382.4872,0.224,0.1918,0.2634,41.1179,0.9484,0.2223,3.3681,0.9619
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,vertical,stress,3382.4872,0.224,0.3863,0.6404,66.413,0.7281,0.5214,16.4953,
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_x,3412.0983,0.2232,0.1939,0.2542,52.7118,0.9511,0.2159,5.0016,0.9288
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_y,3412.0983,0.2232,0.273,0.4713,63.645,0.8365,0.4044,11.4191,0.9288
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_z,3412.0983,0.2232,0.0997,0.1985,20.3984,0.9726,0.1654,4.2745,0.9288
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,horizontal,stress,3412.0983,0.2232,0.3749,0.661,65.7295,0.7126,0.5361,17.6135,
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_x,3248.8492,0.2142,0.0859,0.1853,40.1017,0.9734,0.1631,5.2528,0.9817
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_y,3248.8492,0.2142,0.0972,0.2046,46.162,0.9644,0.1887,6.9707,0.9817
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_z,3248.8492,0.2142,0.1249,0.2401,48.8347,0.9568,0.2078,4.3852,0.9817
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,torsion,stress,3248.8492,0.2142,0.2732,0.5249,76.7536,0.7848,0.4639,22.6089,
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_x,3383.6801,0.2213,0.308,0.4784,66.9657,0.8026,0.4344,7.0277,0.9005
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_y,3383.6801,0.2213,0.1803,0.3546,52.5448,0.9,0.3162,8.1148,0.9005
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_z,3383.6801,0.2213,0.2924,0.3863,56.0532,0.8786,0.3321,3.5966,0.9005
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Large,100.0,diagonal,stress,3383.6801,0.2213,0.42,0.6627,75.5564,0.6887,0.552,19.5151,
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_x,2917.6898,0.1945,0.8655,1.2058,172.4133,-0.0236,1.0117,15.756,0.2111
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_y,2917.6898,0.1945,0.7966,1.2048,162.6876,-0.0674,1.0331,15.2705,0.2111
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_z,2917.6898,0.1945,0.9837,1.2227,181.2056,-0.0169,1.0084,8.2339,0.2111
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_x,2921.6626,0.2048,0.9099,1.2092,174.4294,-0.0717,1.0352,13.8761,0.1586
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_y,2921.6626,0.2048,0.6596,1.1417,168.2772,-0.0594,1.0293,25.6066,0.1586
transolver_pp,dimension_3d,evaluation,1.741,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_z,2921.6626,0.2048,0.8886,1.2192,174.8151,-0.089,1.0435,7.7125,0.1586
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_x,6619.7429,0.2221,0.0909,0.168,24.9716,0.9793,0.1431,3.814,0.9742
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_y,6619.7429,0.2221,0.1336,0.2658,48.2151,0.9439,0.237,6.0872,0.9742
transolver_pp,dimension_3d,evaluation,1.7412,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_z,6619.7429,0.2221,0.1701,0.2199,38.4129,0.964,0.1856,3.442,0.9742
